Catalog ID	Category ID	Kink	Category	Description	Typical Role	Primary Mode	Intensity	Risk Level	Master Interest	Master Giving	Master Receiving	pet Interest	pet Giving	pet Receiving	Hard Limit?	Scene Use	Discussed?	Notes	Research Source(s)	Source URL(s)	Catalog Status
sex-machine-play	sexual-activities-techniques	Sex machine play	Sexual Activities & Techniques	Use of a powered device that provides repetitive sexual stimulation.	Both	Physical/Sexual	Variable	High										Adult consensual activity; individual anatomy and health considerations vary.	Tumblr 400+ list; KinkSheet	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/	Added Sep 2026
sybian-style-ride-on-vibrator	sexual-activities-techniques	Sybian-style ride-on vibrator	Sexual Activities & Techniques	Ride-on vibrating machine used for intense stimulation.	Both	Physical/Sexual	Variable	Moderate-High										Adult consensual activity; individual anatomy and health considerations vary.	Tumblr 400+ list; KinkSheet	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/	Added Sep 2026
genital-ring-play	sexual-activities-techniques	Genital ring play	Sexual Activities & Techniques	Use of a ring designed to create pressure around genital tissue.	Both	Physical/Sexual	Variable	Moderate										Adult consensual activity; individual anatomy and health considerations vary.	Tumblr 400+ list; KinkSheet	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/	Added Sep 2026
cockwarming-passive-penetration	sexual-activities-techniques	Cockwarming / passive penetration	Sexual Activities & Techniques	Remaining penetrated with little or no movement as an intimacy or control dynamic.	Both	Physical/Sexual	Variable	Moderate										Adult consensual activity; individual anatomy and health considerations vary.	Tumblr 400+ list; KinkSheet	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/	Added Sep 2026
coming-on-command	sexual-activities-techniques	Coming on command	Sexual Activities & Techniques	Orgasm timed to a partner's command or permission cue.	Both	Physical/Sexual	Variable	Low-Moderate										Adult consensual activity; individual anatomy and health considerations vary.	Tumblr 400+ list; KinkSheet	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/	Added Sep 2026
untouched-orgasm-fantasy	sexual-activities-techniques	Untouched orgasm fantasy	Sexual Activities & Techniques	Interest in climax occurring without direct genital touch, often through mental or sensory stimulation.	Both	Physical/Sexual	Variable	Low										Adult consensual activity; individual anatomy and health considerations vary.	Tumblr 400+ list; KinkSheet	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/	Added Sep 2026
multiple-orgasm-play	sexual-activities-techniques	Multiple-orgasm play	Sexual Activities & Techniques	Seeking or exploring repeated orgasms within one encounter.	Both	Physical/Sexual	Variable	Moderate										Adult consensual activity; individual anatomy and health considerations vary.	Tumblr 400+ list; KinkSheet	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/	Added Sep 2026
car-sex-fantasy	sexual-contexts-environments	Car sex fantasy	Sexual Contexts & Environments	Interest in sexual activity in or around a vehicle.	Both	Psychological/Sexual	Variable	Moderate										Keep any public-risk element private or limited to environments where all observers consent.	Tumblr 400+ list; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
shower-sex	sexual-contexts-environments	Shower sex	Sexual Contexts & Environments	Sexual activity in a shower environment.	Both	Psychological/Sexual	Variable	Moderate										Keep any public-risk element private or limited to environments where all observers consent.	Tumblr 400+ list; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
bath-pool-sex	sexual-contexts-environments	Bath / pool sex	Sexual Contexts & Environments	Sexual activity in water-based settings such as a bath or pool.	Both	Psychological/Sexual	Variable	Moderate										Keep any public-risk element private or limited to environments where all observers consent.	Tumblr 400+ list; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
phone-sex	sexual-contexts-environments	Phone sex	Sexual Contexts & Environments	Erotic interaction conducted by voice call.	Both	Psychological/Sexual	Variable	Low										Keep any public-risk element private or limited to environments where all observers consent.	Tumblr 400+ list; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
sexting	sexual-contexts-environments	Sexting	Sexual Contexts & Environments	Erotic text-based communication between consenting adults.	Both	Psychological/Sexual	Variable	Moderate										Keep any public-risk element private or limited to environments where all observers consent.	Tumblr 400+ list; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
rough-sex	sexual-contexts-environments	Rough sex	Sexual Contexts & Environments	Preference for physically intense, forceful-feeling consensual sex.	Both	Psychological/Sexual	Variable	Moderate-High										Keep any public-risk element private or limited to environments where all observers consent.	Tumblr 400+ list; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
gentle-sex	sexual-contexts-environments	Gentle sex	Sexual Contexts & Environments	Preference for soft, slow, affectionate sexual activity.	Both	Psychological/Sexual	Variable	Low										Keep any public-risk element private or limited to environments where all observers consent.	Tumblr 400+ list; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
wall-sex	sexual-contexts-environments	Wall sex	Sexual Contexts & Environments	Sexual activity positioned against a wall or upright surface.	Both	Psychological/Sexual	Variable	Moderate										Keep any public-risk element private or limited to environments where all observers consent.	Tumblr 400+ list; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
sleepy-sex	sexual-contexts-environments	Sleepy sex	Sexual Contexts & Environments	Sexual activity when partners are drowsy but awake and consenting.	Both	Psychological/Sexual	Variable	Moderate										Keep any public-risk element private or limited to environments where all observers consent.	Tumblr 400+ list; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
distracted-casual-use-sex-fantasy	sexual-contexts-environments	Distracted / casual-use sex fantasy	Sexual Contexts & Environments	Interest in sexual activity while one partner remains focused on another harmless activity.	Both	Psychological/Sexual	Variable	Moderate										Keep any public-risk element private or limited to environments where all observers consent.	Tumblr 400+ list; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
angry-sex-hate-sex-fantasy	sexual-contexts-environments	Angry-sex / hate-sex fantasy	Sexual Contexts & Environments	Consensual roleplay using anger, rivalry, or conflict as erotic framing.	Both	Psychological/Sexual	Variable	Moderate-High										Keep any public-risk element private or limited to environments where all observers consent.	Tumblr 400+ list; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
clothed-sex	sexual-contexts-environments	Clothed sex	Sexual Contexts & Environments	Sexual activity while one or both partners remain partially or fully clothed.	Both	Psychological/Sexual	Variable	Low										Keep any public-risk element private or limited to environments where all observers consent.	Tumblr 400+ list; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
almost-getting-caught-fantasy	sexual-contexts-environments	Almost-getting-caught fantasy	Sexual Contexts & Environments	Arousal from the possibility of discovery without actually involving non-consenting observers.	Both	Psychological/Sexual	Variable	Moderate										Keep any public-risk element private or limited to environments where all observers consent.	Tumblr 400+ list; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
striptease-erotic-dancing	sexual-contexts-environments	Striptease / erotic dancing	Sexual Contexts & Environments	Erotic performance centered on dancing, undressing, or controlled presentation.	Both	Psychological/Sexual	Variable	Low										Keep any public-risk element private or limited to environments where all observers consent.	Tumblr 400+ list; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
lap-dance	sexual-contexts-environments	Lap dance	Sexual Contexts & Environments	Erotic dance performed closely for a seated partner.	Both	Psychological/Sexual	Variable	Low										Keep any public-risk element private or limited to environments where all observers consent.	Tumblr 400+ list; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
watching-porn-together	sexual-contexts-environments	Watching porn together	Sexual Contexts & Environments	Shared viewing of consensual adult pornography as part of sexual play.	Both	Psychological/Sexual	Variable	Low-Moderate										Keep any public-risk element private or limited to environments where all observers consent.	Tumblr 400+ list; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
cum-play	fluids-excretions-body-responses	Cum play	Fluids, Excretions & Body Responses	Erotic focus on semen as a body fluid, symbol, or sensory element.	Both	Physical/Psychological	Variable	Moderate										Barrier/STI and cleanup preferences matter.	Tumblr 400+ list; KinkSheet; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
facial-cum-play	fluids-excretions-body-responses	Facial cum play	Fluids, Excretions & Body Responses	Erotic interest in semen being placed on the face.	Both	Physical/Psychological	Variable	Moderate										Eye exposure and STI considerations matter.	Tumblr 400+ list; KinkSheet; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
bukkake-fantasy-group-cum-play	fluids-excretions-body-responses	Bukkake fantasy / group cum play	Fluids, Excretions & Body Responses	Group-oriented semen-focused fantasy or activity among consenting adults.	Both	Physical/Psychological	Variable	Moderate-High										Multiple-partner STI considerations apply.	Tumblr 400+ list; KinkSheet; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
swallowing-semen	fluids-excretions-body-responses	Swallowing semen	Fluids, Excretions & Body Responses	Interest in swallowing semen during consensual adult sexual activity.	Both	Physical/Psychological	Variable	Moderate										STI considerations apply.	Tumblr 400+ list; KinkSheet; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
cum-swapping-snowballing	fluids-excretions-body-responses	Cum swapping / snowballing	Fluids, Excretions & Body Responses	Passing semen between consenting adults, usually mouth-to-mouth.	Both	Physical/Psychological	Variable	Moderate-High										STI considerations apply.	Tumblr 400+ list; KinkSheet; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
felching	fluids-excretions-body-responses	Felching	Fluids, Excretions & Body Responses	Interest in retrieving semen from a body opening after ejaculation.	Both	Physical/Psychological	Variable	High										Higher exposure to body fluids; hygiene and STI considerations.	Tumblr 400+ list; KinkSheet; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
drool-saliva-fetish	fluids-excretions-body-responses	Drool / saliva fetish	Fluids, Excretions & Body Responses	Erotic focus on drooling, saliva, or visible wetness.	Both	Physical/Psychological	Variable	Low-Moderate										Hygiene and infection considerations vary.	Tumblr 400+ list; KinkSheet; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
lactation-milk-fetish	fluids-excretions-body-responses	Lactation / milk fetish	Fluids, Excretions & Body Responses	Erotic interest in lactation, milk, or nursing-related adult fantasy.	Both	Physical/Psychological	Variable	Moderate										Adult-only; medical/lactation context may matter.	Tumblr 400+ list; KinkSheet; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
menstruation-kink	fluids-excretions-body-responses	Menstruation kink	Fluids, Excretions & Body Responses	Erotic interest in menstrual blood or menstruation-related intimacy.	Both	Physical/Psychological	Variable	Moderate										Bloodborne-pathogen considerations.	Tumblr 400+ list; KinkSheet; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
squirting-fetish	fluids-excretions-body-responses	Squirting fetish	Fluids, Excretions & Body Responses	Erotic interest in squirting or visible sexual fluid release.	Both	Physical/Psychological	Variable	Low-Moderate										Hydration and comfort matter.	Tumblr 400+ list; KinkSheet; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
tears-crying-kink	fluids-excretions-body-responses	Tears / crying kink	Fluids, Excretions & Body Responses	Erotic or emotional interest in tears or consensual crying within a scene.	Both	Physical/Psychological	Variable	Moderate										Psychological context and aftercare may matter.	Tumblr 400+ list; KinkSheet; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
urine-play-watersports	fluids-excretions-body-responses	Urine play / watersports	Fluids, Excretions & Body Responses	Erotic interest involving urine between consenting adults.	Both	Physical/Psychological	Variable	Moderate										Hygiene and health considerations.	Tumblr 400+ list; KinkSheet; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
scat-fetish	fluids-excretions-body-responses	Scat fetish	Fluids, Excretions & Body Responses	Erotic interest involving feces.	Both	Physical/Psychological	Variable	High										High hygiene/infection risk; descriptive catalog entry only.	Tumblr 400+ list; KinkSheet; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
vomit-emetophilia	fluids-excretions-body-responses	Vomit / emetophilia	Fluids, Excretions & Body Responses	Erotic interest involving vomiting or vomit.	Both	Physical/Psychological	Variable	High										Aspiration, illness, and hygiene risk; descriptive catalog entry only.	Tumblr 400+ list; KinkSheet; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
bladder-desperation-fantasy	fluids-excretions-body-responses	Bladder-desperation fantasy	Fluids, Excretions & Body Responses	Erotic interest in urgency or needing to urinate.	Both	Physical/Psychological	Variable	High										Avoid delaying essential bathroom use to the point of pain or harm.	Tumblr 400+ list; KinkSheet; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
navel-belly-button-fetish	body-focus-worship-transformation	Navel / belly-button fetish	Body Focus, Worship & Transformation	Erotic focus on the navel or belly button.	Both	Aesthetic/Psychological	Variable	Low											3Fun; Tumblr 400+ list; TBô 2026 list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://tbo.clothing/blogs/talk/kinks-list-2026-a-z-fetishes-psychology	Added Sep 2026
pregnancy-kink	body-focus-worship-transformation	Pregnancy kink	Body Focus, Worship & Transformation	Erotic interest in pregnancy-related body changes, fertility symbolism, or adult pregnancy fantasy.	Both	Aesthetic/Psychological	Variable	Low-Moderate										Fantasy and real pregnancy have different health considerations.	3Fun; Tumblr 400+ list; TBô 2026 list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://tbo.clothing/blogs/talk/kinks-list-2026-a-z-fetishes-psychology	Added Sep 2026
feedism-feederism	body-focus-worship-transformation	Feedism / feederism	Body Focus, Worship & Transformation	Erotic interest in feeding, being fed, weight-gain fantasy, or feeder/feedee dynamics.	Both	Aesthetic/Psychological	Variable	Moderate-High										Body image, nutrition, and health boundaries matter; fantasy-only is an option.	3Fun; Tumblr 400+ list; TBô 2026 list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://tbo.clothing/blogs/talk/kinks-list-2026-a-z-fetishes-psychology	Added Sep 2026
weight-gain-kink	body-focus-worship-transformation	Weight-gain kink	Body Focus, Worship & Transformation	Erotic interest in body-size increase or weight-gain fantasy.	Both	Aesthetic/Psychological	Variable	Moderate-High										Health and body-image considerations.	3Fun; Tumblr 400+ list; TBô 2026 list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://tbo.clothing/blogs/talk/kinks-list-2026-a-z-fetishes-psychology	Added Sep 2026
size-difference-kink	body-focus-worship-transformation	Size-difference kink	Body Focus, Worship & Transformation	Erotic interest in pronounced height, build, hand-size, or overall size contrast.	Both	Aesthetic/Psychological	Variable	Low											3Fun; Tumblr 400+ list; TBô 2026 list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://tbo.clothing/blogs/talk/kinks-list-2026-a-z-fetishes-psychology	Added Sep 2026
micro-macrophilia-fantasy	body-focus-worship-transformation	Micro/macrophilia fantasy	Body Focus, Worship & Transformation	Fantasy involving extreme size differences, shrinking, or giant/tiny scenarios.	Both	Aesthetic/Psychological	Variable	Low										Fantasy/surrealism.	3Fun; Tumblr 400+ list; TBô 2026 list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://tbo.clothing/blogs/talk/kinks-list-2026-a-z-fetishes-psychology	Added Sep 2026
hair-worship	body-focus-worship-transformation	Hair worship	Body Focus, Worship & Transformation	Sustained erotic attention to a partner's hair, styling, washing, or texture.	Both	Aesthetic/Psychological	Variable	Low											3Fun; Tumblr 400+ list; TBô 2026 list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://tbo.clothing/blogs/talk/kinks-list-2026-a-z-fetishes-psychology	Added Sep 2026
hair-cutting-kink	body-focus-worship-transformation	Hair-cutting kink	Body Focus, Worship & Transformation	Erotic interest in cutting or having hair cut as transformation, control, or ritual.	Both	Aesthetic/Psychological	Variable	Moderate										Real hair changes can be lasting; negotiate carefully.	3Fun; Tumblr 400+ list; TBô 2026 list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://tbo.clothing/blogs/talk/kinks-list-2026-a-z-fetishes-psychology	Added Sep 2026
shaving-grooming-kink	body-focus-worship-transformation	Shaving / grooming kink	Body Focus, Worship & Transformation	Erotic interest in shaving, being shaved, or controlled grooming.	Both	Aesthetic/Psychological	Variable	Moderate										Skin and consent considerations.	3Fun; Tumblr 400+ list; TBô 2026 list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://tbo.clothing/blogs/talk/kinks-list-2026-a-z-fetishes-psychology	Added Sep 2026
scar-fetish	body-focus-worship-transformation	Scar fetish	Body Focus, Worship & Transformation	Erotic attraction to scars or scarred skin.	Both	Aesthetic/Psychological	Variable	Low										Attraction only; does not imply creating scars.	3Fun; Tumblr 400+ list; TBô 2026 list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://tbo.clothing/blogs/talk/kinks-list-2026-a-z-fetishes-psychology	Added Sep 2026
ass-worship	body-focus-worship-transformation	Ass worship	Body Focus, Worship & Transformation	Focused erotic admiration or service directed toward a partner's buttocks.	Both	Aesthetic/Psychological	Variable	Low											3Fun; Tumblr 400+ list; TBô 2026 list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://tbo.clothing/blogs/talk/kinks-list-2026-a-z-fetishes-psychology	Added Sep 2026
chest-breast-worship	body-focus-worship-transformation	Chest / breast worship	Body Focus, Worship & Transformation	Focused erotic admiration or service directed toward a partner's chest or breasts.	Both	Aesthetic/Psychological	Variable	Low											3Fun; Tumblr 400+ list; TBô 2026 list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://tbo.clothing/blogs/talk/kinks-list-2026-a-z-fetishes-psychology	Added Sep 2026
genital-worship	body-focus-worship-transformation	Genital worship	Body Focus, Worship & Transformation	Focused erotic admiration or service directed toward a partner's genitals.	Both	Aesthetic/Psychological	Variable	Low-Moderate											3Fun; Tumblr 400+ list; TBô 2026 list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://tbo.clothing/blogs/talk/kinks-list-2026-a-z-fetishes-psychology	Added Sep 2026
fertility-breeding-fantasy	body-focus-worship-transformation	Fertility / breeding fantasy	Body Focus, Worship & Transformation	Adult consensual fantasy centered on fertility, impregnation themes, or reproductive symbolism.	Both	Aesthetic/Psychological	Variable	Moderate										Fantasy does not require actual pregnancy intent; contraception decisions remain separate.	3Fun; Tumblr 400+ list; TBô 2026 list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://tbo.clothing/blogs/talk/kinks-list-2026-a-z-fetishes-psychology	Added Sep 2026
inflation-fantasy	body-focus-worship-transformation	Inflation fantasy	Body Focus, Worship & Transformation	Surreal fantasy involving expansion, filling, or exaggerated body inflation.	Both	Aesthetic/Psychological	Variable	Low										Fantasy-only.	3Fun; Tumblr 400+ list; TBô 2026 list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://tbo.clothing/blogs/talk/kinks-list-2026-a-z-fetishes-psychology	Added Sep 2026
oral-fixation	body-focus-worship-transformation	Oral fixation	Body Focus, Worship & Transformation	Erotic focus on mouths, sucking, licking, biting, or having objects/parts in the mouth.	Both	Aesthetic/Psychological	Variable	Low-Moderate										Broad umbrella.	3Fun; Tumblr 400+ list; TBô 2026 list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://tbo.clothing/blogs/talk/kinks-list-2026-a-z-fetishes-psychology	Added Sep 2026
nylon-fetish	clothing-gear-fetishwear	Nylon fetish	Clothing, Gear & Fetishwear	Erotic attraction to nylon fabric, hosiery, or its texture/appearance.	Both	Aesthetic/Sensory	Low-Moderate	Low-Moderate											3Fun; Tumblr 400+ list; KinkSheet; TBô 2026 list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/; https://tbo.clothing/blogs/talk/kinks-list-2026-a-z-fetishes-psychology	Added Sep 2026
sneaker-fetish	clothing-gear-fetishwear	Sneaker fetish	Clothing, Gear & Fetishwear	Erotic attraction to sneakers, worn athletic shoes, or sneaker aesthetics.	Both	Aesthetic/Sensory	Low-Moderate	Low-Moderate											3Fun; Tumblr 400+ list; KinkSheet; TBô 2026 list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/; https://tbo.clothing/blogs/talk/kinks-list-2026-a-z-fetishes-psychology	Added Sep 2026
jewelry-fetish	clothing-gear-fetishwear	Jewelry fetish	Clothing, Gear & Fetishwear	Erotic attraction to jewelry, adornment, or the act of putting it on/removing it.	Both	Aesthetic/Sensory	Low-Moderate	Low-Moderate											3Fun; Tumblr 400+ list; KinkSheet; TBô 2026 list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/; https://tbo.clothing/blogs/talk/kinks-list-2026-a-z-fetishes-psychology	Added Sep 2026
makeup-fetish	clothing-gear-fetishwear	Makeup fetish	Clothing, Gear & Fetishwear	Erotic attraction to makeup, cosmetics, or transformation through makeup.	Both	Aesthetic/Sensory	Low-Moderate	Low-Moderate											3Fun; Tumblr 400+ list; KinkSheet; TBô 2026 list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/; https://tbo.clothing/blogs/talk/kinks-list-2026-a-z-fetishes-psychology	Added Sep 2026
underwear-panties-fetish	clothing-gear-fetishwear	Underwear / panties fetish	Clothing, Gear & Fetishwear	Erotic attraction to underwear as an object, material, or presentation cue.	Both	Aesthetic/Sensory	Low-Moderate	Low-Moderate											3Fun; Tumblr 400+ list; KinkSheet; TBô 2026 list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/; https://tbo.clothing/blogs/talk/kinks-list-2026-a-z-fetishes-psychology	Added Sep 2026
military-uniform-fetish	clothing-gear-fetishwear	Military-uniform fetish	Clothing, Gear & Fetishwear	Erotic attraction to military-style uniforms or authority aesthetics.	Both	Aesthetic/Sensory	Low-Moderate	Low-Moderate											3Fun; Tumblr 400+ list; KinkSheet; TBô 2026 list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/; https://tbo.clothing/blogs/talk/kinks-list-2026-a-z-fetishes-psychology	Added Sep 2026
medical-uniform-fetish	clothing-gear-fetishwear	Medical-uniform fetish	Clothing, Gear & Fetishwear	Erotic attraction to clinical or medical uniforms as an authority/aesthetic cue.	Both	Aesthetic/Sensory	Low-Moderate	Low-Moderate											3Fun; Tumblr 400+ list; KinkSheet; TBô 2026 list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/; https://tbo.clothing/blogs/talk/kinks-list-2026-a-z-fetishes-psychology	Added Sep 2026
flight-attendant-service-uniform-fetish	clothing-gear-fetishwear	Flight-attendant / service-uniform fetish	Clothing, Gear & Fetishwear	Erotic attraction to polished service uniforms or structured presentation.	Both	Aesthetic/Sensory	Low-Moderate	Low-Moderate											3Fun; Tumblr 400+ list; KinkSheet; TBô 2026 list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/; https://tbo.clothing/blogs/talk/kinks-list-2026-a-z-fetishes-psychology	Added Sep 2026
